iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
YQK;CYQK;Kenora Airport;1;5800;1332;CA;CA-ON;Kenora;49.7882995605469;-94.3630981445312
YQX;CYQX;Gander International Airport;3;10200;496;CA;CA-NL;Gander;48.9369010925293;-54.5680999755859
YRA;CYRA;Rae Lakes Airport;1;3000;723;CA;CA-NT;Gamètì;64.116096496582;-117.309997558594
YRL;CYRL;Red Lake Airport;1;5000;1265;CA;CA-ON;Red Lake;51.0668983459473;-93.793098449707
YRT;CYRT;Rankin Inlet Airport;1;6000;94;CA;CA-NU;Rankin Inlet;62.8114013672;-92.1157989502
YSK;CYSK;Sanikiluaq Airport;1;3800;104;CA;CA-NU;Sanikiluaq;56.5377998352;-79.2466964722
YTE;CYTE;Cape Dorset Airport;1;4000;164;CA;CA-NU;Cape Dorset;64.2300033569;-76.5267028809
YTH;CYTH;Thompson Airport;2;5800;729;CA;CA-MB;Thompson;55.8011016845703;-97.8641967773438
YTQ;CYTQ;Tasiujaq Airport;1;3519;122;CA;CA-QC;Tasiujaq;58.6678009033203;-69.9558029174805
YUX;CYUX;Hall Beach Airport;1;5410;30;CA;CA-NU;Hall Beach;68.7761001587;-81.2425
YVB;CYVB;Bonaventure Airport;1;5985;123;CA;CA-QC;Bonaventure;48.0710983276367;-65.4602966308594
YVQ;CYVQ;Norman Wells Airport;1;5997;238;CA;CA-NT;Norman Wells;65.2816009521484;-126.797996520996
YWJ;CYWJ;Déline Airport;1;3933;703;CA;CA-NT;Déline;65.2110977172852;-123.435997009277
YWP;CYWP;Webequie Airport;1;3500;685;CA;CA-ON;Webequie;52.9593933975;-87.3748683929
YXL;CYXL;Sioux Lookout Airport;2;5300;1258;CA;CA-ON;Sioux Lookout;50.113899230957;-91.9052963256836
YXP;CYXP;Pangnirtung Airport;1;2920;75;CA;CA-NU;Pangnirtung;66.1449966431;-65.7136001587
YYH;CYYH;Taloyoak Airport;1;4020;92;CA;CA-NU;Taloyoak;69.5466995239;-93.5766983032
YYQ;CYYQ;Churchill Airport;2;9200;94;CA;CA-MB;Churchill;58.739200592041;-94.0650024414062
YYR;CYYR;Goose Bay Airport;2;11046;160;CA;CA-NL;Goose Bay;53.3191986084;-60.4258003235
YYU;CYYU;Kapuskasing Airport;2;5500;743;CA;CA-ON;Kapuskasing;49.4138984680176;-82.4674987792969
ZUM;CZUM;Churchill Falls Airport;1;5500;1442;CA;CA-NL;Churchill Falls;53.5619010925293;-64.1063995361328
DJG;DAAJ;Djanet Inedbirene Airport;2;9843;3176;DZ;DZ-33;Djanet;24.2928009033;9.45244026184
MZW;DAAY;Mecheria Airport;2;11780;3855;DZ;DZ-45;Mecheria;33.535900116;-0.242353007197
TEE;DABS;Cheikh Larbi Tébessi Airport;2;9843;2661;DZ;DZ-12;Tébessi;35.4315986633;8.12071990967
HRM;DAFH;Hassi R'Mel Airport;2;9835;2540;DZ;DZ-03;Hassi R'Mel;32.9304008483887;3.31153988838196
TID;DAOB;Bou Chekif Airport;1;9843;3245;DZ;DZ-14;Tiaret;35.3410987854;1.46315002441
CFK;DAOI;Ech Cheliff Airport;1;5413;463;DZ;DZ-02;Chlef;36.2126998901;1.33176994324
CBH;DAOR;Béchar Boudghene Ben Ali Lotfi Airport;2;12245;2661;DZ;DZ-08;Béchar;31.6457004547119;-2.26986002922058
MUW;DAOV;Ghriss/Mascara Airport;1;5577;1686;DZ;DZ-29;Mascara;35.2076988220215;0.147141993045807
EBH;DAOY;El Bayadh Airport;1;9843;4482;DZ;DZ-32;El Bayadh;33.7216666667;1.0925
AZR;DAUA;Touat Cheikh Sidi Mohamed Belkebir Airport;1;9843;919;DZ;DZ-01;Adrar;27.8376007080078;-0.186414003372192
GHA;DAUG;Noumérat - Moufdi Zakaria Airport;2;10171;1512;DZ;DZ-47;Ghardaïa;32.3841018676758;3.79411005973816
INZ;DAUI;In Salah Airport;1;9843;896;DZ;DZ-11;In Salah;27.2509994507;2.51202011108
TGR;DAUK;Touggourt Sidi Madhi Airport;1;9843;279;DZ;DZ-30;Touggourt;33.067798614502;6.0886697769165
ELU;DAUO;Guemar Airport;2;9843;203;DZ;DZ-39;Guemar;33.5113983154;6.77679014206
OGX;DAUU;Ain el Beida Airport;2;10171;492;DZ;DZ-30;Ouargla;31.917200088501;5.41277980804443
IAM;DAUZ;In Aménas Airport;2;9843;1847;DZ;DZ-33;Aménas;28.0515003204;9.64291000366
BOY;DFOO;Bobo Dioulasso Airport;1;10826;1511;BF;BF-HOU;Bobo Dioulasso;11.1600999832153;-4.33096981048584
TML;DGLE;Tamale Airport;1;7999;553;GH;GH-NP;Tamale;9.55718994140625;-0.863214015960693
KMS;DGSI;Kumasi Airport;1;6502;942;GH;GH-AH;Kumasi;6.71456003189087;-1.59081995487213
NYI;DGSN;Sunyani Airport;1;4227;1014;GH;GH-BA;Sunyani;7.36183023452759;-2.32875990867615
TKD;DGTK;Takoradi Airport;1;5745;21;GH;GH-WP;Sekondi-Takoradi;4.8960599899292;-1.77476000785828
QUO;DNAI;Akwa Ibom International Airport;1;11811;170;NG;NG-AK;Uyo;4.8725;8.093
ABB;DNAS;Asaba International Airport;1;11155;20;NG;NG-DE;Asaba;6.20333333333;6.65888888889
BNI;DNBE;Benin Airport;1;7870;258;NG;NG-ED;Benin;6.31697988510132;5.59950017929077
CBQ;DNCA;Margaret Ekpo International Airport;1;8040;210;NG;NG-CR;Calabar;4.97601985931396;8.34720039367676
ENU;DNEN;Akanu Ibiam International Airport;1;7879;466;NG;NG-EN;Enegu;6.47426986694336;7.56196022033691
IBA;DNIB;Ibadan Airport;1;7875;725;NG;NG-OY;Ibadan;7.36246013641357;3.97832989692688
ILR;DNIL;Ilorin International Airport;1;10169;1126;NG;NG-KW;Ilorin;8.44021034240723;4.49391984939575
QOW;DNIM;Sam Mbakwe International Airport;1;8858;373;NG;NG-IM;Owerri;5.4270601272583;7.20602989196777
JOS;DNJO;Yakubu Gowon Airport;1;9845;4232;NG;NG-PL;Jos;9.63982963562012;8.86905002593994
KAD;DNKA;Kaduna Airport;1;9843;2073;NG;NG-KD;Kaduna;10.6960000991821;7.32010984420776
KAN;DNKN;Mallam Aminu International Airport;2;10831;1562;NG;NG-KN;Kano;12.0475997924805;8.52462005615234
PHC;DNPO;Port Harcourt International Airport;1;9846;87;NG;NG-RI;Port Harcourt;5.01549005508423;6.94959020614624
SKO;DNSO;Sadiq Abubakar III International Airport;1;9844;1010;NG;NG-SO;Sokoto;12.9162998199463;5.20719003677368
YOL;DNYO;Yola Airport;2;9840;599;NG;NG-AD;Yola;9.25755023956299;12.4303998947144
MHG;EDFM;Mannheim-City Airport;2;3497;308;DE;DE-BW;Mannheim;49.4730567932129;8.51416683197021
XFW;EDHI;Hamburg-Finkenwerder Airport;1;8629;23;DE;DE-HH;Hamburg;53.5352783203125;9.83555603027344
AGB;EDMA;Augsburg Airport;2;4199;1516;DE;DE-BY;Augsburg;48.4252777099609;10.9316673278809
URE;EEKE;Kuressaare Airport;2;4980;14;EE;EE-74;Kuressaare;58.2299003601074;22.50950050354
LPP;EFLP;Lappeenranta Airport;1;8202;349;FI;FI-ES;Lappeenranta;61.0446014404297;28.1443996429443
GLO;EGBJ;Gloucestershire Airport;3;4656;101;UK;GB-ENG;Staverton;51.8941993713379;-2.16722011566162
EOI;EGED;Eday Airport;2;1896;10;UK;GB-SCT;Eday;59.190601348877;-2.77221989631653
NRL;EGEN;North Ronaldsay Airport;3;1729;40;UK;GB-SCT;North Ronaldsay;59.3675003052;-2.43443989754
PPW;EGEP;Papa Westray Airport;3;1729;91;UK;GB-SCT;Papa Westray;59.3516998291;-2.90027999878
SOY;EGER;Stronsay Airport;3;1689;39;UK;GB-SCT;Stronsay;59.1553001404;-2.64139008522
NDY;EGES;Sanday Airport;3;1532;68;UK;GB-SCT;Sanday;59.250301361084;-2.57666993141174
WRY;EGEW;Westray Airport;3;1729;29;UK;GB-SCT;Westray;59.3502998352;-2.95000004768
ISC;EGHE;St. Mary's Airport;3;1968;116;UK;GB-ENG;St. Mary's;49.9132995605469;-6.29166984558105
ACI;EGJA;Alderney Airport;3;2887;290;GG;GG-U-A;Saint Anne;49.7061004638672;-2.21472001075745
CEG;EGNR;Hawarden Airport;1;6702;45;UK;GB-WLS;Hawarden;53.1781005859375;-2.97778010368347
VLY;EGOV;Anglesey Airport;3;7513;37;UK;GB-WLS;Angelsey;53.2481002808;-4.53533983231
EBJ;EKEB;Esbjerg Airport;1;8527;97;DK;DK-83;Esbjerg;55.5259017944336;8.55340003967285
KRP;EKKA;Karup Airport;5;9816;170;DK;DK-82;Karup;56.2975006103516;9.12462997436523
RNN;EKRN;Bornholm Airport;1;6568;52;DK;DK-84;Rønne;55.0633010864258;14.7595996856689
SGD;EKSB;Sønderborg Airport;1;5895;24;DK;DK-83;Sønderborg;54.9644012451172;9.79172992706299
FAE;EKVG;Vagar Airport;1;5902;280;FO;FO-U-A;Vagar;62.0635986328125;-7.27721977233887
ANX;ENAN;Andøya Airport;2;8097;43;NO;NO-18;Andenes;69.2925033569336;16.1441993713379
HFT;ENHF;Hammerfest Airport;1;2894;266;NO;NO-20;Hammerfest;70.6797027587891;23.6686000823975
HAA;ENHK;Hasvik Airport;1;3179;21;NO;NO-20;Hasvik;70.486701965332;22.1396999359131
LKN;ENLK;Leknes Airport;1;2881;78;NO;NO-18;Leknes;68.1524963378906;13.6093997955322
MJF;ENMS;Mosjøen Airport, Kjærstad;1;3015;237;NO;NO-18;Mosjøen;65.7839965820312;13.2149000167847
LKL;ENNA;Banak Airport;1;9147;25;NO;NO-20;Lakselv;70.0688018798828;24.9734992980957
NVK;ENNK;Narvik Framnes Airport;1;2982;95;NO;NO-18;Narvik;68.436897277832;17.3866996765137
OSY;ENNM;Namsos Høknesøra Airport;1;2749;7;NO;NO-17;Namsos;64.4721984863281;11.5785999298096
MQN;ENRA;Mo i Rana Airport, Røssvoll;1;2759;229;NO;NO-18;Mo i Rana;66.363899230957;14.3014001846313
RVK;ENRM;Rørvik Airport, Ryum;1;2887;14;NO;NO-17;Rørvik;64.8383026123047;11.1461000442505
RET;ENRS;Røst Airport;1;2887;7;NO;NO-18;Røst;67.5278015136719;12.1033000946045
SVJ;ENSH;Svolvær Helle Airport;1;2812;27;NO;NO-18;Svolvær;68.2433013916016;14.6691999435425
SKN;ENSK;Stokmarknes Skagen Airport;1;2848;11;NO;NO-18;Hadsel;68.5788269042969;15.0334167480469
SKE;ENSN;Skien Airport;1;4596;463;NO;NO-08;Geiteryggen;59.185001373291;9.56694030761719
SOJ;ENSR;Sørkjosen Airport;1;3015;16;NO;NO-19;Sørkjosen;69.7867965698242;20.959400177002
VAW;ENSS;Vardø Airport, Svartnes;1;3707;42;NO;NO-20;Vardø;70.3554000854492;31.044900894165
VDS;ENVD;Vadsø Airport;1;3271;127;NO;NO-20;Vadsø;70.065299987793;29.8446998596191
THN;ESGT;Trollhättan-Vänersborg Airport;1;5610;137;SE;SE-Q;Trollhättan;58.3180999755859;12.3450002670288
AJR;ESNX;Arvidsjaur Airport;1;8201;1245;SE;SE-BD;Arvidsjaur;65.5903015136719;19.2819004058838
ORB;ESOE;Örebro Airport;1;8535;188;SE;SE-T;Örebro;59.2237014770508;15.0380001068115
TYF;ESST;Torsby Airport;1;5219;393;SE;SE-S;Torsby;60.1576004028;12.9912996292
PJA;ESUP;Pajala Airport;1;4659;542;SE;SE-BD;Pajala;67.2455978393555;23.0688991546631
HMV;ESUT;Hemavan Airport;1;5254;1503;SE;SE-AC;Hemavan;65.8060989379883;15.082799911499
BSG;FGBT;Bata Airport;2;7001;13;GQ;GQ-LI;Bata;1.90547001361847;9.80568027496338
RRG;FIMR;Sir Charles Gaetan Duval Airport;1;4223;95;MU;MU-RO;Port Mathurin;-19.7576999664307;63.3610000610352
MVR;FKKL;Salak Airport;1;6890;1390;CM;CM-EN;Maroua;10.4513998031616;14.257399559021
NGE;FKKN;N'Gaoundéré Airport;1;8858;3655;CM;CM-AD;N'Gaoundéré;7.35700988769531;13.5592002868652
GOU;FKKR;Garoua International Airport;1;11032;794;CM;CM-NO;Garoua;9.33588981628418;13.3701000213623
CIP;FLCP;Chipata Airport;1;4823;3360;ZM;ZM-03;Chipata;-13.5583000183105;32.5872001647949
KAA;FLKS;Kasama Airport;1;6148;4541;ZM;ZM-05;Kasama;-10.2166996002197;31.13330078125
MNS;FLMA;Mansa Airport;1;5610;4100;ZM;ZM-04;Mansa;-11.1370000839233;28.8726005554199
MFU;FLMF;Mfuwe Airport;1;7218;1853;ZM;ZM-03;Mfuwe;-13.2588996887207;31.9365997314453
SLI;FLSW;Solwesi Airport;1;4400;4547;ZM;ZM-06;Solwesi;-12.1737003326416;26.3651008605957
HAH;FMCH;Prince Said Ibrahim International Airport;1;9514;93;KM;KM-G;Moroni;-11.5336999893188;43.271900177002
ZSE;FMEP;Pierrefonds Airport;1;4965;59;RE;RE-U-A;St Pierre;-21.3208999633789;55.4249992370605
SMS;FMMS;Sainte Marie Airport;1;3451;7;MG;MG-A;Sainte Marie;-17.093900680542;49.8157997131348
TMM;FMMT;Toamasina Airport;1;7218;22;MG;MG-A;Toamasina;-18.1095008850098;49.3925018310547
MOQ;FMMV;Morondava Airport;2;4921;30;MG;MG-U;Morondava;-20.2847003936768;44.3176002502441
DIE;FMNA;Arrachart Airport;1;4921;374;MG;MG-D;Antsiranana;-12.3493995666504;49.2916984558105
ANM;FMNH;Antsirabato Airport;1;3914;20;MG;MG-D;Antalaha;-14.999400138855;50.3202018737793
MJN;FMNM;Philibert Tsiranana (Amborovy) Airport;1;7218;87;MG;MG-M;Mahajanga;-15.6668417421;46.3512325287
NOS;FMNN;Fascene Airport;1;7185;36;MG;MG-D;Nosy Be;-13.3121004105;48.3148002625
WMN;FMNR;Maroantsetra Airport;1;4265;13;MG;MG-A;Maroantsetra;-15.4366998672485;49.6883010864258
SVB;FMNS;Sambava Airport;1;4577;20;MG;MG-D;Sambava;-14.2785997390747;50.1747016906738
FTU;FMSD;Tôlanaro Airport;1;4916;29;MG;MG-U;Tôlanaro;-25.0380992889404;46.9561004638672
TLE;FMST;Toliara Airport;2;6562;29;MG;MG-U;Tulear;-23.3833999633789;43.7285003662109
SSY;FNBC;Mbanza Congo Airport;1;5905;1860;AO;AO-ZAI;Mbanza Congo;-6.26989984512329;14.2469997406006
CAB;FNCA;Cabinda Airport;1;8202;66;AO;AO-CAB;Cabinda;-5.59699010848999;12.1884002685547
CBT;FNCT;Catumbela Airport;1;12139;124;AO;AO-BGU;Catumbela;-12.4792003631592;13.4869003295898
VPE;FNGI;Ngjiva Pereira Airport;1;10640;3566;AO;AO-CNN;Ngiva;-17.0435009003;15.6837997437
NOV;FNHU;Nova Lisboa Airport;2;8727;5587;AO;AO-HUA;Huambo;-12.8088998794556;15.7604999542236
SVP;FNKU;Kuito Airport;1;8202;5618;AO;AO-BIE;Kuito;-12.4046001434326;16.9473991394043
MEG;FNMA;Malanje Airport;1;7283;3868;AO;AO-MAL;Malanje;-9.52509021759033;16.3124008178711
SPP;FNME;Menongue Airport;1;11483;4469;AO;AO-CCU;Menongue;-14.657600402832;17.7198009490967
MSZ;FNMO;Namibe Airport;1;8202;210;AO;AO-NAM;Namibe;-15.2611999511719;12.1468000411987
VHC;FNSA;Saurimo Airport;1;11155;3584;AO;AO-LSU;Saurimo;-9.6890697479248;20.4319000244141
SZA;FNSO;Soyo Airport;1;6857;15;AO;AO-ZAI;Soyo;-6.14108991622925;12.3718004226685
SDD;FNUB;Lubango Airport;1;9570;5778;AO;AO-HUI;Lubango;-14.9246997833252;13.5749998092651
LUO;FNUE;Luena Airport;1;7875;4360;AO;AO-MOX;Luena;-11.7680997848511;19.8976993560791
POG;FOOG;Port Gentil Airport;1;6234;13;GA;GA-8;Port Gentil;-0.711739003658295;8.75438022613525
VPY;FQCH;Chimoio Airport;1;7874;2287;MZ;MZ-B;Chimoio;-19.1513004302979;33.4290008544922
VXC;FQLC;Lichinga Airport;1;8300;4505;MZ;MZ-A;Lichinga;-13.2740001678467;35.266300201416
UEL;FQQL;Quelimane Airport;2;5905;36;MZ;MZ-Q;Quelimane;-17.8554992675781;36.8690986633301
PRI;FSPP;Praslin Airport;1;4318;10;SC;SC-14;Praslin Island;-4.31929016113281;55.6913986206055
LUD;FYLZ;Luderitz Airport;2;6004;457;NA;NA-KA;Luderitz;-26.6874008178711;15.2428998947144
MDK;FZEA;Mbandaka Airport;1;7223;1040;CD;CD-EQ;Mbandaka;0.0226000007242;18.2887001038
BNB;FZGN;Boende Airport;1;4593;1168;CD;CD-EQ;Boende;-0.216999992728233;20.8500003814697
FKI;FZIC;Bangoka International Airport;1;11483;1417;CD;CD-OR;Kisangani;0.481638997793;25.3379993439
KND;FZOA;Kindu Airport;1;7218;1630;CD;CD-MA;Kindu;-2.91917991638;25.9153995514
KGA;FZUA;Kananga Airport;1;7218;2139;CD;CD-KW;Kananga;-5.90005016327;22.4692001343
TSH;FZUK;Tshikapa Airport;1;5249;1595;CD;CD-KW;Tshikapa;-6.43833017349243;20.7947006225586
MJM;FZWA;Mbuji Mayi Airport;1;6558;2221;CD;CD-KE;Mbuji Mayi;-6.12124013901;23.5690002441
GMZ;GCGM;La Gomera Airport;1;4921;716;ES;ES-CN;Alajero, La Gomera Island;28.0296001434326;-17.214599609375
VDE;GCHI;Hierro Airport;1;4101;103;ES;ES-CN;El Hierro Island;27.8148002624512;-17.8871002197266
OXB;GGOV;Osvaldo Vieira International Airport;1;10499;129;GW;GW-BS;Bissau;11.8948001861572;-15.6536998748779
MLW;GLMR;Spriggs Payne Airport;1;6000;25;LR;LR-MO;Monrovia;6.28906011581421;-10.7587003707886
VIL;GMMH;Dakhla Airport;1;9842;36;EH;EH-U-A;Dakhla;23.7182998657227;-15.9320001602173
EUN;GMML;Hassan I Airport;2;8861;207;EH;EH-U-A;El Aaiún;27.1516990661621;-13.2192001342773
TTU;GMTN;Saniat Rmel Airport;1;7546;10;MA;MA-TET;Tetuan;35.5942993164062;-5.32002019882202
GNU;none;Goodnews Airport;1;3300;18;US;US-AK;Goodnews;59.117401123;-161.57699585
ZIG;GOGG;Ziguinchor Airport;1;5069;75;SN;SN-ZG;Ziguinchor;12.5556001663208;-16.2817993164062
NDB;GQPP;Nouadhibou International Airport;1;7961;24;MR;MR-08;Nouadhibou;20.9330997467041;-17.0300006866455
OUZ;GQPZ;Tazadit Airport;1;7874;1129;MR;MR-11;Zouérate;22.7563991546631;-12.4835996627808
MMO;GVMA;Maio Airport;2;3924;36;CV;CV-S;Vila do Maio;15.1559000015259;-23.2136993408203
SFL;GVSF;São Filipe Airport;1;3937;617;CV;CV-S;São Filipe;14.8850002289;-24.4799995422
SNE;GVSN;Preguiça Airport;1;4593;669;CV;CV-B;Preguiça;16.588399887085;-24.2847003936768
AMH;HAAM;Arba Minch Airport;1;9170;3901;ET;ET-SN;Arba Minch;6.03939008712769;37.5904998779297
AXU;HAAX;Axum Airport;1;7874;6959;ET;ET-TI;Axum;14.1468000411987;38.7728004455566
BJR;HABD;Bahir Dar Airport;1;9842;5978;ET;ET-AM;Bahir Dar;11.608099937439;37.3216018676758
DIR;HADR;Aba Tenna Dejazmach Yilma International Airport;1;8791;3827;ET;ET-DD;Dire Dawa;9.62469959259033;41.8541984558105
GMB;HAGM;Gambella Airport;1;8248;1614;ET;ET-GA;Gambela;8.12876033782959;34.5630989074707
GDQ;HAGN;Gonder Airport;1;9072;6449;ET;ET-AM;Gondar;12.5199003219604;37.4339981079102
JIJ;HAJJ;Wilwal International Airport;1;8060;5954;ET;ET-SO;Jijiga;9.3325;42.9121
JIM;HAJM;Jimma Airport;1;6562;5500;ET;ET-OR;Jimma;7.66609001159668;36.8166007995605
MQX;HAMK;Alula Aba Nega Airport;1;11825;7396;ET;ET-TI;Makale;13.467399597168;39.5335006713867
ASO;HASO;Asosa Airport;1;6398;5100;ET;ET-BE;Asosa;10.018500328064;34.5862998962402
BSA;HCMF;Bosaso Airport;1;5873;3;SO;SO-BR;Bosaso;11.2753000259399;49.1493988037109
MGQ;HCMM;Aden Adde International Airport;1;10335;29;SO;SO-BN;Mogadishu;2.01444005966187;45.3046989440918
GLK;HCMR;Galcaio Airport;1;9843;975;SO;SO-MU;Galkayo;6.78082990646;47.45470047
ATZ;HEAT;Assiut International Airport;1;9905;772;EG;EG-WAD;Assiut;27.0464992523;31.0119991302
HMB;HEMK;Sohag International Airport;1;9843;859;EG;EG-SHG;Sohag;26.3427777778;31.7427777778
ASW;HESN;Aswan International Airport;1;11161;662;EG;EG-ASN;Aswan;23.9643993378;32.8199996948
ASM;HHAS;Asmara International Airport;2;9842;7661;ER;ER-SK;Asmara;15.2918996810913;38.910701751709
HKB;PAHV;Healy River Airport;1;2910;1180;US;US-AK;Healy;63.9958;-144.6926
EDL;HKEL;Eldoret International Airport;1;11480;6941;KE;KE-700;Eldoret;0.404457986354828;35.238899230957
KIS;HKKI;Kisumu Airport;1;6511;3734;KE;KE-600;Kisumu;-0.0861390009522438;34.7289009094238
LOK;HKLO;Lodwar Airport;3;3281;1715;KE;KE-700;Lodwar;3.1219699382782;35.608699798584
MYD;HKML;Malindi Airport;2;4600;80;KE;KE-300;Malindi;-3.22931003570557;40.1016998291016
WIL;HKNW;Nairobi Wilson Airport;2;5052;5536;KE;KE-110;Nairobi;-1.32172000408173;36.8148002624512
WJR;HKWJ;Wajir Airport;1;9193;770;KE;KE-500;Wajir;1.73324000835419;40.0915985107422
GHT;HLGT;Ghat Airport;2;11811;2296;LY;LY-GT;Ghat;25.1455993652;10.1426000595
AKF;HLKF;Kufra Airport;2;12007;1367;LY;LY-KF;Kufra;24.1786994934082;23.3139991760254
LTD;HLTD;Ghadames East Airport;2;11811;1122;LY;LY-NL;Ghadames;30.1516990661621;9.71531009674072
KME;HRZA;Kamembe Airport;1;4921;5192;RW;RW-04;Kamembe;-2.46223998069763;28.9078998565674
ELF;HSFS;El Fasher Airport;2;9744;2393;SD;SD-02;El Fasher;13.6148996353149;25.3246002197266
EGN;HSGN;Geneina Airport;2;6194;2650;SD;SD-12;Geneina;13.4816999435425;22.4671993255615
UYL;HSNN;Nyala Airport;1;9880;2106;SD;SD-11;Nyala;12.0535001754761;24.9561996459961
ARK;HTAR;Arusha Airport;1;5377;4550;TZ;TZ-01;Arusha;-3.36778998374939;36.63330078125
MBI;HTMB;Mbeya Airport;1;4921;5600;TZ;TZ-14;Mbeya;-8.91699981689453;33.4669990539551
MYW;HTMT;Mtwara Airport;2;7410;371;TZ;TZ-17;Mtwara;-10.3390998840332;40.1818008422852
MWZ;HTMW;Mwanza Airport;1;10212;3763;TZ;TZ-18;Mwanza;-2.4444899559021;32.9327011108398
RUA;HUAR;Arua Airport;1;5600;3951;UG;UG-303;Arua;3.04999995231628;30.9169998168945
KSE;HUKS;Kasese Airport;1;5151;3146;UG;UG-406;Kasese;0.18299999833107;30.1000003814697
PAF;HUPA;Pakuba Airport;1;5528;2365;UG;UG-U-A;Pakuba;2.202222;31.554444
PUM;WAWP;Pomala Airport;1;3177;88;ID;ID-SG;Kolaka/Pomala Tambea-Celebes Island;-4.18108987808228;121.61799621582
JGD;ZYJD;Jiagedaqi Airport;1;7546;1205;CN;CN-23;Jiagedaqi;50.375;124.116666667
JIC;ZLJC;Jinchuan Airport;1;9843;4740;CN;CN-62;Jinchang;38.5422222222;102.348333333
JUH;ZSJH;Jiuhuashan Airport;1;7874;60;CN;CN-34;Chizhou;30.7403;117.6856
BLV;KBLV;Scott AFB/Midamerica Airport;2;10000;459;US;US-IL;Belleville;38.54520035;-89.83519745
CGI;KCGI;Cape Girardeau Regional Airport;2;6499;342;US;US-MO;Cape Girardeau;37.2252998352051;-89.57080078125
CKB;KCKB;North Central West Virginia Airport;1;7000;1217;US;US-WV;Clarksburg;39.2966003418;-80.2281036377
CNM;KCNM;Cavern City Air Terminal;4;7854;3295;US;US-NM;Carlsbad;32.3375015258789;-104.263000488281
ELD;KELD;South Arkansas Regional At Goodwin Field;3;6600;277;US;US-AR;El Dorado;33.2210006713867;-92.8133010864258
EWB;KEWB;New Bedford Regional Airport;2;5000;80;US;US-MA;New Bedford;41.6761016845703;-70.956901550293
GCN;KGCN;Grand Canyon National Park Airport;1;8999;6609;US;US-AZ;Grand Canyon;35.9524002075195;-112.147003173828
GDV;KGDV;Dawson Community Airport;2;5704;2458;US;US-MT;Glendive;47.13869858;-104.8069992
GGW;KGGW;Wokal Field Glasgow International Airport;2;5001;2296;US;US-MT;Glasgow;48.2125015258789;-106.61499786377
GLH;KGLH;Mid Delta Regional Airport;2;8001;131;US;US-MS;Greenville;33.4828987121582;-90.9856033325195
HON;KHON;Huron Regional Airport;2;7201;1289;US;US-SD;Huron;44.3852005004883;-98.2285003662109
HOT;KHOT;Memorial Field;2;6595;540;US;US-AR;Hot Springs;34.4780006408691;-93.0961990356445
HTS;KHTS;Tri-State/Milton J. Ferguson Field;2;6509;828;US;US-WV;Huntington;38.36669922;-82.55799866
HVR;KHVR;Havre City County Airport;2;5205;2591;US;US-MT;Havre;48.54299927;-109.762001
IRK;KIRK;Kirksville Regional Airport;2;6005;966;US;US-MO;Kirksville;40.0934982299805;-92.5448989868164
JBR;KJBR;Jonesboro Municipal Airport;2;6200;262;US;US-AR;Jonesboro;35.8316993713379;-90.6464004516602
LAM;KLAM;Los Alamos Airport;1;5550;7171;US;US-NM;Los Alamos;35.8797988892;-106.268997192
LCK;KLCK;Rickenbacker International Airport;3;12102;744;US;US-OH;Columbus;39.8138008118;-82.9278030396
LUK;KLUK;Cincinnati Municipal Airport Lunken Field;3;6101;483;US;US-OH;Cincinnati;39.10329819;-84.41860199
LYH;KLYH;Lynchburg Regional Preston Glenn Field;2;5799;938;US;US-VA;Lynchburg;37.3266983032227;-79.2004013061523
MBL;KMBL;Manistee Co Blacker Airport;2;5502;621;US;US-MI;Manistee;44.2723999;-86.24690247
MMU;KMMU;Morristown Municipal Airport;2;5999;187;US;US-NJ;Morristown;40.7994003295898;-74.4149017333984
MSS;KMSS;Massena International Richards Field;2;4998;215;US;US-NY;Massena;44.9357986450195;-74.8455963134766
MWA;KMWA;Williamson County Regional Airport;2;8012;472;US;US-IL;Marion;37.75500107;-89.01110077
OGS;KOGS;Ogdensburg International Airport;1;5200;297;US;US-NY;Ogdensburg;44.6819000244;-75.4654998779
OLF;KOLF;L M Clayton Airport;1;5089;1986;US;US-MT;Wolf Point;48.0945014954;-105.574996948
OWB;KOWB;Owensboro Daviess County Airport;2;6494;407;US;US-KY;Owensboro;37.74010086;-87.16680145
PDT;KPDT;Eastern Oregon Regional At Pendleton Airport;3;6300;1497;US;US-OR;Pendleton;45.695098877;-118.841003418
PGV;KPGV;Pitt Greenville Airport;3;6500;26;US;US-NC;Greenville;35.6352005;-77.38529968
PSM;KPSM;Portsmouth International at Pease Airport;1;11321;100;US;US-NH;Portsmouth;43.0778999329;-70.8233032227
SDY;KSDY;Sidney Richland Municipal Airport;2;5705;1985;US;US-MT;Sidney;47.70690155;-104.1930008
TBN;KTBN;Waynesville-St. Robert Regional Forney field;1;6038;1159;US;US-MO;Fort Leonard Wood;37.74160004;-92.14070129
TEB;KTEB;Teterboro Airport;2;7000;9;US;US-NJ;Teterboro;40.8501014709;-74.060798645
TVF;KTVF;Thief River Falls Regional Airport;2;6503;1119;US;US-MN;Thief River Falls;48.06570053;-96.18499756
UIN;KUIN;Quincy Regional Baldwin Field;3;7098;768;US;US-IL;Quincy;39.94269943;-91.19460297
WRL;KWRL;Worland Municipal Airport;3;7005;4227;US;US-WY;Worland;43.9656982421875;-107.950996398926
YNG;KYNG;Youngstown Warren Regional Airport;3;9003;1192;US;US-OH;Youngstown/Warren;41.26070023;-80.67910004
